bytes	frames	size	duration_ms	short_frames	loop	transparent_first	transparent_any	duplicate	sha256_12	path
340874	41	1000x600	8200	0	0	False	False	0	5b46c037125d	archive/raw/52f9657fa7a/images/008-1_MbLnLa_LsugvYdBNjGhhQQ.gif
339280	128	1464x872	12800	0	0	False	False	0	82116712e419	archive/raw/47ea781eacd2/images/009-1_ey1ie8kpgPMTvHU6nvjKvw.gif
337669	191	1200x800	20060	0	0	False	False	0	c5926c618c67	archive/raw/4f58385e25bb/images/001-1_RoJnb1XpB6g5geG15WgrMg.gif
334253	57	1000x600	11400	0	0	False	False	0	5f6666bee292	archive/raw/fcdf211e30a8/images/007-1_OJYy6QP8HSEPUQHhyyCOcQ.gif
332232	226	1250x750	22600	0	0	False	False	0	856b99cbe1df	archive/raw/9d17bcfacb4/images/004-1_bB5hiXIbVAlV3kX9KJfLfg.gif
316547	85	1141x961	8500	0	0	False	False	0	3e9d11726c43	archive/raw/c64e75468fe6/images/002-1_zuo-oFLtcb1Yw05oGRUTNg.gif
311307	98	1000x600	10000	0	0	False	False	0	2c2eb969767c	archive/raw/29a97597fc33/images/003-1_Y0vnsdwZ80L651FIcu9SUA.gif
306318	61	1133x718	6100	0	0	False	False	0	6d4e20700d41	archive/raw/ae191bc6fb8e/images/009-1_Acd0sgShjoe40M-Ust-aKQ.gif
286150	182	1122x890	18200	0	0	False	False	0	039fccc8277f	archive/raw/c64e75468fe6/images/003-1_pMZabsjGnznieY-wjpn8HQ.gif
280560	93	1254x729	24430	0	0	False	False	0	083bc7691440	archive/raw/3648c306b91a/images/010-1_aAOuJZrObHMhZ2aaxhWRuA.gif
257382	48	1836x970	4800	0	0	False	False	0	b12709f0295a	archive/raw/2e432df402c8/images/012-0_066MCiSNqv21zJOS.gif
250400	108	716x505	31460	1	0	False	False	0	07097e69d048	archive/raw/a35ce050f7f7/images/001-1_b4zaYTEIjve8x2-BlaPmNQ.gif
248875	472	756x502	47200	0	0	False	False	0	718f5a700981	archive/raw/81f2eaad5706/images/005-1_cfTo2oa6tJU_UzNMPB_miw.gif
246176	121	1254x729	28970	0	0	False	False	0	eaee33e30f57	archive/raw/3648c306b91a/images/013-1_H6fNVs50mmQcsYlTAE17bg.gif
236132	31	776x367	10020	0	0	False	False	0	f19b42a1c34b	archive/raw/37d6ae621f83/images/g002-4-1-command-palette.gif
231964	248	1600x900	8260	0	0	False	False	0	0cb68bbf5131	archive/raw/8096b8b223d0/images/003-1_BZPRD5veN5Fwm81rCD2ZNQ.gif
226562	655	1198x798	21830	0	0	False	False	0	18d9304bb5d8	archive/raw/914e61716559/images/005-0_G5-dLqkhH5CEvQQv.gif
225996	110	2107x1134	26600	0	0	False	False	0	8981b9580a96	archive/raw/8d7248f522b0/images/001-1_jSQWLvCYoV-L-kp_lTkRKg.gif
199369	59	1026x747	13320	0	0	False	False	0	ee2ef1c30c81	archive/raw/3648c306b91a/images/004-1_8GgXLlEYjGtHNNw_m1VK4A.gif
198028	89	1836x970	8900	0	0	False	False	0	d63d652cd7db	archive/raw/2e432df402c8/images/009-0_Pfa9ASycXFejuZKp.gif
196948	89	1394x933	8900	0	0	False	False	0	b3b3b6936da4	archive/raw/713b5630e457/images/002-1_OPqkYEI78eT1dj5P6WEeXg.gif
165448	30	1000x600	6000	0	0	False	False	0	5fc7a35119ce	archive/raw/fcdf211e30a8/images/009-1_2hHrN4ucrKKv68BJU9hRXQ.gif
163654	364	1268x652	36400	0	0	False	False	0	e4e9f1a790cc	archive/raw/6a2b55d08b70/images/002-1_s6BRdEgITBGOR0y1Ec7GSQ.gif
156495	94	529x424	18310	1	0	False	False	0	5211e82884d4	archive/raw/81f2eaad5706/images/002-1_Pg2WzVZ_SuwUtaQ3ekQ27w.gif
155332	105	932x237	28460	0	0	False	False	0	4c02b3add052	archive/raw/2884a462e724/images/004-1_W8oXVTdQ4na6qbkOSpo88w.gif
154885	161	1250x750	16100	0	0	False	False	0	e8305ba443b6	archive/raw/9d17bcfacb4/images/005-1_efZAtaJQqeirAZoEqbxvdw.gif
146286	26	600x450	2600	0	0	False	False	0	b4cee36d91e0	archive/raw/1ca418c230cd/images/003-1_qaJ2OXcIQc9qeHDhH4ZUyw.gif
143394	70	800x424	7000	0	0	False	False	0	45c68144113a	archive/raw/03e6b78bacc0/images/002-1_yLMypnIGkeKXrR1BfXgvHg.gif
141184	53	1000x600	10600	0	0	False	False	0	36b751510c7d	archive/raw/c4ec5a1bf30b/images/002-0_Mh5cOdG7YWJxrFSw.gif
135892	12	600x450	1200	0	0	False	False	0	65c4041d5b19	archive/raw/1ca418c230cd/images/002-1__GNG9croNBQjsCLGO-riNA.gif
132739	102	1836x970	10200	0	0	False	False	0	dcadf6eaa999	archive/raw/2e432df402c8/images/010-0_dQfGwr6PtuQaSUAb.gif
122815	56	1836x970	5600	0	0	False	False	0	2f9fbe03b891	archive/raw/2e432df402c8/images/006-0_AzW845V1EKlvxO2j.gif
105350	9	600x450	900	0	0	False	False	0	7cdd5993c544	archive/raw/1ca418c230cd/images/004-1_7IYmviNQrZQtsDBcx95-9Q.gif
90628	58	1000x600	11600	0	0	False	False	0	eb108031bf45	archive/raw/fcdf211e30a8/images/011-1_LgaJ9RcNs0YZK7qaySX4NQ.gif
74553	9	308x195	900	0	0	False	False	0	76a66738ff46	archive/raw/596acaab722a/images/001-1_v9JBClFvN4V-YZOQgwNxig.gif
73920	110	745x381	11000	0	0	False	False	0	0a836bf5e151	archive/raw/2e432df402c8/images/005-0_Rw3rs6Cdj5FEfAQf.gif
63953	10	600x450	1000	0	0	False	False	0	736ceb5e17b3	archive/raw/596acaab722a/images/004-1_egrzbBcwyaxm7-793O7uiQ.gif
53412	23	1000x600	4600	0	0	False	False	0	1d48ce540689	archive/raw/fcdf211e30a8/images/010-1_ewhjr2dkosifi7Qky1A83g.gif
37533	5	281x252	1000	0	0	False	False	0	608280e6258d	archive/raw/596acaab722a/images/003-1_3nDwvUQiUfa54OsDPqKNag.gif
23811	4	765x162	6000	0	0	False	False	0	b636dae0ae78	archive/raw/37d6ae621f83/images/g001-4-1-multi-merge.gif
